Institutional code,Name of Organisation,Country,City,coordinates
F  NARBONN03,LYCEE DIDEROT,FR,NARBONNE CEDEX,"(43.1899939, 3.0190361)"
F  NEUFCHA02,INSTITUT EN SOINS INFIRMIERS,FR,NEUFCHATEAU,"(48.3569666, 5.697595799999999)"
F  NEUILLY04,INSTITUT DE FORMATION INTERHOSPITALIER THEODORE SIMON,FR,NEUILLY SUR MARNE CEDEX,"(48.8666174, 2.5545267)"
F  NEUILLY05,IES LICEO ESPAÑOL LUIS BUÑUEL,FR,NEUILLY SUR SEINE,"(48.8879431, 2.2788067)"
F  NEVERS07,LYCÉE PROFESSIONNEL FRANÇOIS MITTERRAND,FR,CHATEAU-CHINON,"(47.0599699, 3.9391254)"
F  NEVERS08,EGC NEVERS ,FR,NEVERS CEDEX,"(47.00063309999999, 3.1449149)"
F  NEVERS09,LYCÉE DE LA COMMUNICATION - ÉCOLE SUPÉRIEURE D'ARTS APPLIQUÉS DE BOURGOGNE,FR,NEVERS,"(46.98518, 3.1285249)"
F  NEVERS10,LYCÉE RAOUL FOLLEREAU,FR,NEVERS,"(47.004646, 3.1588617)"
F  NICE01,UNIVERSITE DE NICE - SOPHIA ANTIPOLIS,FR,NICE CEDEX 2,"(43.7169594, 7.2670603)"
F  NICE09,ECOLE NATIONALE SUPERIEURE D'ART ,FR,NICE,"(43.721505, 7.252908)"
F  NICE14,INSTITUT D'ENSEIGNEMENT SUPÉRIEUR DE TRAVAIL SOCIAL,FR,NICE CEDEX 2,"(43.724422, 7.250409899999998)"
F  NICE33,LYCEE THIERRY MAULNIER,FR,NICE,"(43.684446, 7.1984815)"
F  NICE34,LYCEE REGIONAL HOTELIER ET DE TOURISME PAUL AUGIER,FR,NICE Cedex 3,"(43.66834799999999, 7.211778700000001)"
F  NICE37,LYCÉE APOLLINAIRE,FR,NICE CEDEX 04,"(43.715757, 7.281809099999999)"
F  NICE38,IDRAC NICE,FR,MOUGINS,"(43.6108931, 7.022160599999999)"
F  NICE39,ESICAD NICE,FR,NICE,"(43.7101728, 7.261953200000001)"
F  NICE40,L'ÉCOLE DU JOURNALISME,FR,NICE CEDEX 4,"(43.7079691, 7.2873549)"
F  NIMES10,LYCEE SAINT VINCENT DE PAUL,FR,NIMES CEDEX 1,"(43.8338726, 4.361858199999999)"
F  NIMES11,LYCEE PRIVE DE LA C.C.I. DE NIMES ,FR,NIMES Cedex 1,"(43.8328693, 4.3688283)"
F  NIMES15,ECOLE SUPERIEURE DES BEAUX ARTS DE NIMES,FR,NIMES,"(43.837739, 4.3616114)"
F  NIMES17,UNIVERSITÉ DE NÎMES - UNÎMES,FR,Nimes cedex 1,"(43.8424986, 4.3569947)"
F  NIMES18,CFA DE LA CCI DE NIMES,FR, MARGUERITTES,"(43.8689621, 4.4448824)"
F  NIMES19,LYCEE ALBERT CAMUS,FR,NIMES,"(43.8361612, 4.3463666)"
F  NIMES20,E.P.L.E.F.P.A DE NIMES-RODILHAN,FR,RODILHAN,"(43.8308659, 4.440108599999999)"
F  NIMES21,LYCÉE LOUIS FEUILLADE,FR,LUNEL CEDEX,"(43.6698499, 4.1223708)"
F  NIMES22,LYCÉE ERNEST HEMINGWAY,FR,NIMES,"(43.82491, 4.3533134)"
F  NIMES23,IFAG SUD EST NIMES,FR,NIMES,"(43.819861, 4.367992099999999)"
F  NIMES24,INSTITUT DE FORMATION SANITAIRE ET SOCIALE LANGUEDOC-ROUSSILLON,FR,NÎMES,"(43.8116767, 4.3720909)"
F  NIORT07,LYCEE SAINT ANDRE,FR,NIORT,"(46.327715, -0.446495)"
F  NOGEN-M04,INSTITUT NATIONAL DE FORMATION ET D'APPLICATION DE NOGENT SUR MARNE,FR,Nogent sur Marne Cedex,"(48.842059, 2.488307)"
F  NOGE-RO01,LYCEE REMI BELLEAU,FR,NOGENT LE ROTROU CEDEX,"(48.3173684, 0.8090459999999999)"
F  NOISY02,ESIEE PARIS,FR,NOISY LE GRAND CEDEX,"(48.8402383, 2.5838719)"
F  NOISY04,ESIEE MANAGEMENT,FR,NOISY LE GRAND Cedex,"(48.8402383, 2.5838719)"
F  NOUMEA03,UNIVERSITE DE LA NOUVELLE-CALEDONIE,FR,NOUMÉA  CEDEX - NOUVELLE CALÉDONIE,"(-22.2631296, 166.4031554)"
F  OBERNAI01,E.P.L.E.F.P.A. ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE,FR,OBERNAI,"(48.4677276, 7.4975253)"
F  ORLEANS01,UNIVERSITE D'ORLEANS ,FR,ORLEANS cedex 2,"(47.8445744, 1.9336965)"
F  ORLEANS04,LYCEE JEAN ZAY,FR,ORLEANS,"(47.9069341, 1.9128979)"
F  ORLEANS07,INSTITUT UNIVERSITAIRE DE FORMATION DES MAITRES ORLEANS-TOURS,FR,Orleans,"(47.9008934, 1.9277692)"
F  ORLEANS11,LYCEE SAINT PAUL BOURDON-BLANC,FR,ORLEANS,"(47.8987021, 1.9160805)"
F  ORLEANS13,ECOLE SUPERIEURE D'ART ET DE DESIGN D'ORLEANS,FR,ORLEANS,"(47.9027524, 1.9104289)"
F  ORLEANS14,Etablissement catholique d'enseignement Ste Croix - St Euverte,FR,Orleans,"(47.9019212, 1.9171365)"
F  ORLEANS18,ECOLE DE COMMERCE ET DE GESTION D'ORLÉANS,FR,ORLEANS,"(47.8445744, 1.9336965)"
F  ORSAY02,INSTITUT D'OPTIQUE THEORIQUE ET APPLIQUEE ,FR,PALAISEAU,"(48.71373999999999, 2.2034927)"
F  OYONNAX03,LYCEE ARBEZ CARME,FR,BELLIGNAT,"(46.2505244, 5.6338841)"
F  OYONNAX04,LYCEE PAUL PAINLEVE,FR,OYONNAX CEDEX,"(46.2563264, 5.660135899999999)"
F  PALAISE01,ECOLE POLYTECHNIQUE ,FR,PALAISEAU,"(48.7142971, 2.2112917)"
F  PAMIERS03,EPLEFPTA ARIÈGE-PYRÉNÉES,FR,PAMIERS,"(43.12334, 1.6435095)"
F  PAPEETE03,LYCÉE HÔTELIER DE TAHITI,FR,PUNAAUIA TAHITI,"(-17.5732521, -149.6079648)"
F  PARIS001,UNIVERSITE PANTHEON-SORBONNE (PARIS I),FR,PARIS,"(48.8469373, 2.344468)"
F  PARIS002,UNIVERSITE PANTHEON-ASSAS,FR,PARIS CEDEX 05,"(48.8433032, 2.3334127)"
F  PARIS003,UNIVERSITE SORBONNE NOUVELLE - PARIS 3,FR,PARIS CEDEX 05,"(48.83979619999999, 2.3538807)"
F  PARIS004,UNIVERSITE DE PARIS-SORBONNE (PARIS IV),FR,Paris,"(48.8484556, 2.3432774)"
F  PARIS005,UNIVERSITE PARIS DESCARTES ,FR,PARIS,"(48.8512215, 2.3408287)"
F  PARIS006,UNIVERSITE PIERRE ET MARIE CURIE - PARIS 6 -,FR,PARIS CEDEX 05,"(48.8471036, 2.357499)"
F  PARIS007,UNIVERSITÉ PARIS DIDEROT - PARIS 7,FR,PARIS,"(48.8277665, 2.3822233)"
F  PARIS008,UNIVERSITE PARIS 8 VINCENNES - SAINT-DENIS ,FR,SAINT DENIS,"(48.9449133, 2.3635056)"
F  PARIS009,UNIVERSITE DE PARIS-DAUPHINE ,FR,PARIS,"(48.869962, 2.2734833)"
F  PARIS010,UNIVERSITÉ PARIS OUEST NANTERRE LA DEFENSE,FR,NANTERRE CEDEX,"(48.9042905, 2.2134565)"
F  PARIS011,UNIVERSITE  PARIS-SUD (PARIS 11),FR,ORSAY Cedex,"(48.7028239, 2.174252)"
F  PARIS012,UNIVERSITE PARIS 12 - VAL DE MARNE ,FR,CRETEIL CEDEX,"(48.7880637, 2.4454039)"
F  PARIS013,UNIVERSITE PARIS 13 - PARIS NORD ,FR,VILLETANEUSE,"(48.9568404, 2.3409152)"
F  PARIS014,INSTITUT D'ETUDES POLITIQUES DE PARIS (SCIENCES PO),FR,PARIS,"(48.8540917, 2.3283745)"
F  PARIS026,ECOLE SUPERIEURE DES ARTS APPLIQUES DUPERRE,FR,Paris,"(48.8651115, 2.3620366)"
F  PARIS032,LYCEE JULES SIEGFRIED,FR,PARIS,"(48.8788604, 2.3501271)"
F  PARIS035,ECOLE SUPERIEURE D' ARTS APPLIQUES BOULLE,FR,PARIS,"(48.8467537, 2.3915043)"
F  PARIS036,LICÉE PIERRE-GILLES DE GENNES-ENCPB,FR,PARIS,"(48.83661379999999, 2.3563446)"
F  PARIS037,ECOLE SUPERIEURE ESTIENNE DES ARTS ET INDUSTRIES GRAPHIQUES,FR,Paris,"(48.8307728, 2.3524239)"
F  PARIS047,LYCEE RABELAIS,FR,PARIS,"(48.8989678, 2.3458386)"
F  PARIS051,LYCEE MAURICE RAVEL,FR,PARIS,"(48.8481417, 2.408626)"
F  PARIS052,INSTITUT CATHOLIQUE DE PARIS,FR,PARIS,"(48.8480625, 2.3301217)"
F  PARIS054,EPHE - ECOLE PRATIQUE DES HAUTES ETUDES,FR,PARIS,"(48.8310755, 2.340206)"
F  PARIS056,CONSERVATOIRE NATIONAL DES ARTS ET METIERS - PARIS,FR,PARIS  CEDEX 03,"(48.86674600000001, 2.3554313)"
F  PARIS057,ECOLE DES HAUTES ETUDES EN SCIENCES SOCIALES (EHESS),FR,PARIS CEDEX,"(48.850174, 2.3268487)"
F  PARIS062,ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS,FR,Paris,"(48.833054, 2.3581883)"
F  PARIS063,ECOLE NATIONALE SUPERIEURE DE CHIMIE DE PARIS,FR,Paris,"(48.8439246, 2.3437221)"
F  PARIS064,ECOLE SUPERIEURE DE PHYSIQUE ET DE CHIMIE IND.  DE LA VILLE DE PARIS,FR,Paris,"(48.841427, 2.347206)"
F  PARIS066,ECOLE FRANCAISE D'ELECTRONIQUE ET D'INFORMATIQUE,FR,VILLEJUIF,"(48.78873369999999, 2.3637327)"
F  PARIS068,"ECOLE SPECIALE DES TRAVAUX PUBLICS, DU BATIMENT ET DE L'INDUSTRIE",FR,PARIS,"(48.7936712, 2.329448)"
F  PARIS071,ESIV (ECOLE SUPÉRIEURE DES INDUSTRIES DU VÊTEMENT),FR,Paris,"(48.8378606, 2.3524855)"
F  PARIS077,INSTITUT DES SCIENCES ET INDUSTRIES DU VIVANT ET DE L'ENVIRONNEMENT (AGRO PARIS TECH),FR,PARIS,"(48.8397733, 2.3476575)"
F  PARIS080,ECOLE NATIONALE SUPERIEURE DE TECHNIQUES AVANCEES (ENSTA PARISTECH),FR,Paris Cedex 15,"(48.7107339, 2.2180501)"
F  PARIS081,ECOLE NATIONALE SUPERIEURE DES MINES DE PARIS,FR,Paris cedex 06,"(48.4037414, 2.6943213)"
F  PARIS083,ECOLE NATIONALE SUPERIEURE DES TELECOMMUNICATIONS,FR,PARIS,"(48.8262943, 2.3464188)"
F  PARIS085,ECOLE NATIONALE DES PONTS ET CHAUSSEES,FR,Marne-la-Vallee Cedex 2,"(48.84057900000001, 2.586968)"
F  PARIS086,ECOLE DES INGENIEURS DE LA VILLE DE PARIS. EIVP,FR,Paris,"(48.8740846, 2.3819219)"
F  PARIS087,"ECOLE NORMALE SUPERIEURE, PARIS",FR,Paris cedex 05,"(48.8422058, 2.3451689)"
F  PARIS089,INSTITUT UNIVERSITAIRE DE FORMATION DES MAITRES DE L'ACADEMIE DE PARIS,FR,Paris,"(48.84538569999999, 2.2650253)"
F  PARIS092,ECOLE NATIONALE DES CHARTES,FR,Paris,"(48.8673191, 2.3374701)"
F  PARIS100,ECOLE SUPERIEURE DE COMMERCE DE PARIS,FR,Paris Cedex 11,"(48.8511759, 2.2885588)"
F  PARIS104,ISC PARIS - SCHOOL OF MANAGEMENT,FR,PARIS,"(48.89269909999999, 2.3010645)"
F  PARIS105,INSTITUT DE PREPARATION A L'ADMINISTRATION ET A LA GESTION (IPAG),FR,PARIS,"(48.8545454, 2.3312853)"
F  PARIS109,INSTITUT D'ADMINISTRATION DES ENTREPRISES DE PARIS - PARIS 1 LA SORBONNE,FR,Paris,"(48.8469373, 2.344468)"
F  PARIS110,ECOLE SUPERIEURE LIBRE DES SCIENCES COMMERCIALES APPLIQUEES,FR,Paris,"(48.8961112, 2.3807062)"
F  PARIS113,ECOLE D`ETUDES SUPERIEURES APPLIQUEES AUX AFFAIRES,FR,PARIS,"(48.8334798, 2.2951489)"
F  PARIS116,ECOLE NATIONALE SUPERIEURE DES ARTS DECORATIFS,FR,PARIS Cedex 05,"(48.8427096, 2.3445933)"
F  PARIS117,ECOLE NATIONALE SUPERIEURE DES BEAUX-ARTS DE PARIS,FR,PARIS,"(48.8568556, 2.333782)"
F  PARIS119,CONSERVATOIRE NATIONAL SUPERIEUR DE MUSIQUE ET DE DANSE DE PARIS,FR,PARIS,"(48.8889356, 2.3909868)"
F  PARIS121,ECOLE SPÉCIALE D'ARCHITECTURE - PARIS,FR,PARIS,"(48.8375718, 2.3307324)"
F  PARIS126,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE PARIS-LA-VILLETTE,FR,PARIS,"(48.8936775, 2.3810584)"
F  PARIS129,ECOLE NATIONALE SUPÉRIEURE D'ARCHITECTURE PARIS-VAL DE SEINE,FR,PARIS,"(48.82745000000001, 2.385172)"
F  PARIS160,ECOLE SUPERIEURE DU TRAVAIL SOCIAL,FR,PARIS,"(48.8221026, 2.3339784)"
F  PARIS174,ECOLE NATIONALE SUPERIEURE DE CREATION INDUSTRIELLE/LES ATELIERS,FR,PARIS,"(48.8584136, 2.3692752)"
F  PARIS178,INSTITUT NATIONAL DES LANGUES ET CIVILISATIONS ORIENTALES,FR,PARIS CEDEX 07,"(48.8577429, 2.332663600000001)"
F  PARIS190,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE PARIS-BELLEVILLE (ENSA-PB),FR,PARIS,"(48.87514789999999, 2.3742646)"
F  PARIS200,INSTITUT RUE MONSIEUR,FR,PARIS,"(48.85074789999999, 2.3163193)"
F  PARIS209,LYCÉE CARCADO-SAISSEVAL,FR,PARIS,"(48.8454383, 2.3290006)"
F  PARIS213,ECOLE SUPERIEURE DU COMMERCE EXTERIEUR,FR,PARIS LA DEFENSE CEDEX,"(48.8511759, 2.2885588)"
F  PARIS215,CENTRE DE FORMATION DES JOURNALISTES (CFJ),FR,Paris,"(48.8496685, 2.38621)"
F  PARIS222,ECOLE CENTRALE D'ELECTRONIQUE ,FR,Paris,"(48.8520514, 2.2861234)"
F  PARIS225,UNIVERSITE DE MARNE-LA-VALLEE ,FR,MARNE LA VALLEE CEDEX 2,"(48.840109, 2.586253)"
F  PARIS226,ESAG Penninghen. ECOLE SUPERIEURE D'ARTS GRAPHIQUES ET D'ARCHITECTURE INTERIEURE,FR,Paris,"(48.8526161, 2.3304207)"
F  PARIS244,INSEEC PARIS (INSTITUT DES HAUTES ETUDES ECONOMIQUES ET COMMERCIALES),FR,PARIS,"(48.87638399999999, 2.3701318)"
F  PARIS247,ENS LOUIS LUMIÈRE,FR,NOISY LE GRAND ,"(48.92220289999999, 2.3356111)"
F  PARIS256,ECOLE SUPERIEURE DE GESTION,FR,Paris,"(48.8837146, 2.3288025)"
F  PARIS258,EBS - ECOLE EUROPEENNE DE GESTION,FR,Paris,"(48.851176, 2.288559)"
F  PARIS270,ASSOCIATION LEONARD DE VINCI,FR,PARIS LA DEFENSE CEDEX,"(48.8960525, 2.2357368)"
F  PARIS294,"L'ECOLE SUPERIEURE D'INFORMATIQUE, ELECTRONIQUE, AUTOMATIQUE",FR,PARIS,"(48.814235, 2.377833)"
F  PARIS317,CONSERVATOIRE A RAYONNEMENT RÉGIONAL DE PARIS,FR,PARIS CEDEX04,"(48.878656, 2.320796)"
F  PARIS318,ECOLE D'ARCHITECTURE DE LA VILLE ET DES TERRITOIRES ,FR,CHAMPS SUR MARNE,"(48.8411598, 2.5918843)"
F  PARIS319,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE PARIS MALAQUAIS,FR,PARIS,"(48.856601, 2.3345901)"
F  PARIS320,INSTITUT SUPERIEUR DE REEDUCATION PSYCHOMOTRICE ET RELAXATION,FR,Paris,"(48.8476988, 2.2886966)"
F  PARIS321,INSTITUT PRATIQUE DE JOURNALISME,FR,Paris cedex 09,"(48.8754804, 2.3373986)"
F  PARIS322,MUSEUM NATIONAL D'HISTOIRE NATURELLE,FR,PARIS,"(48.84338959999999, 2.3634888)"
F  PARIS323,ECOLE NATIONALE DES ARTS APPLIQUES ET DES METIERS D'ART OLIVIER DE SERRES,FR,PARIS,"(48.8334798, 2.2951489)"
F  PARIS324,IFE ADERE,FR,PARIS,"(48.858345, 2.405343)"
F  PARIS325,ECOLE DE COMMUNICATION VISUELLE PARIS,FR,Paris,"(48.859879, 2.344717)"
F  PARIS326,EFAP - Ecole Francaise des Attaches de Presse et des Professionels de la Communication,FR,Paris,"(48.869934, 2.303787)"
F  PARIS327,LYCÉE SIMONE WEIL,FR,PARIS,"(48.86122049999999, 2.364027)"
F  PARIS329,INSTITUT D'ETUDES SUPERIEURES DES ARTS,FR,Paris,"(48.8664346, 2.378991)"
F  PARIS330,"GOBELINS, L'ECOLE DE L'IMAGE",FR,Paris,"(48.837118, 2.3537564)"
F  PARIS332,INSTITUT SUPERIEUR DE GESTION,FR,Paris,"(48.8672967, 2.275911)"
F  PARIS333,CENTRE DES FORMATIONS INDUSTRIELLES DE LA CCIP,FR,PARIS,"(48.8741196, 2.3014721)"
F  PARIS335,CESI,FR,Paris,"(48.88987969999999, 2.239635)"
F  PARIS336,ECOLE SUPERIEURE DE GESTION ET COMMERCE INTERNATIONAL,FR,Paris,"(48.8511759, 2.2885588)"
F  PARIS337,CFA-UPMC,FR,Paris Cedex 05,"(48.846059, 2.3548056)"
F  PARIS338,CITE DE L'ARCHITECTURE ET DU PATRIMOINE - ECOLE DE CHAILLOT,FR,Paris,"(48.8627013, 2.2886617)"
F  PARIS339,ECOLE SUPERIEURE DE GENIE INFORMATIQUE,FR,Paris,"(48.8491666, 2.3897343)"
F  PARIS340,ECOLE SUPERIEURE DE GESTION ET FINANCE,FR,Paris,"(48.8563538, 2.3921854)"
F  PARIS341,ÉCOLE GRÉGOIRE-FERRANDI,FR,Paris,"(48.8475221, 2.3253994)"
F  PARIS342,IPSA INSTITUT POLYTECHNIQUE DES SCIENCES AVANCEES,FR,Le Kremlin-Bicetre,"(48.8141463, 2.3938689)"
F  PARIS343,"Centre d'Etudes Superieures en Economie, Art et Communication",FR,PARIS,"(48.8664346, 2.378991)"
F  PARIS344,ENC ECOLE NATIONALE DE COMMERCE ,FR,PARIS,"(48.8971003, 2.3202432)"
F  PARIS345,LGT LE CORBUSIER,FR,AUBERVILLIERS,"(48.9144689, 2.3905681)"
F  PARIS346,UTEC-HRT HÔTELLERIE RESTAURATION TOURISME,FR,MARNE LA VALLÉE,"(48.859276, 2.598505)"
F  PARIS347,ECOLE D'ART MARYSE ELOY,FR,PARIS,"(48.847297, 2.2797049)"
F  PARIS348,LYCÉE GÉRARD DE NERVAL,FR,NOISIEL,"(48.8426184, 2.6154562)"
F  PARIS349,"ISTEC - INSTITUT SUPÉRIEUR DES SCIENCES, TECHNIQUES ET ECONOMIE COMMERCIALES",FR,PARIS,"(48.8757971, 2.3647723)"
F  PARIS350,IPC FACULTÉS LIBRES DE PHILOSOPHIE ET PSYCHOLOGIE ,FR,PARIS,"(48.8379019, 2.3356423)"
F  PARIS351,"LYCÉE DORIAN POLYVALENT ET LYCÉE DES MÉTIERS DE LA MÉCATRONIQUE, DE LA TOPOGRAPHIE ET DE LA VERRERIE",FR,PARIS,"(48.85437109999999, 2.3923965)"
F  PARIS352,INSTITUT SUPÉRIEUR DU MANAGEMENT PUBLIC ET POLITIQUE,FR,PARIS,"(48.856614, 2.3522219)"
F  PARIS353,INSTITUT SUPERIEUR DE FORMATION DE L'ENSEIGNEMENT CATHOLIQUE D'ILE- DE- FRANCE,FR,PARIS,"(48.8523849, 2.3289366)"
F  PARIS354,LYCÉE JEAN LURÇAT LYCEE D'ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE,FR,PARIS,"(48.8342338, 2.3532536)"
F  PARIS355,ACE,FR,PARIS,"(48.8736994, 2.3199946)"
F  PARIS356,CEESO PARIS - CENTRE EUROPÉEN D' ENSEIGNEMENT SUPÉRIEUR DE L'OSTÉOPATHIE,FR,SAINT-DENIS,"(48.9188529, 2.3426511)"
F  PARIS357,ESAM DESIGN (ÉCOLE SUPÉRIEURE DES ARTS MODERNES),FR,PARIS,"(48.88756859999999, 2.3226091)"
F  PARIS358,IDRAC PARIS,FR,PARIS,"(48.8873893, 2.2381196)"
F  PARIS359,ÉCOLE INTUIT LAB,FR,PARIS,"(48.84419579999999, 2.2851138)"
F  PARIS360,EPITECH- L'ECOLE DE L'EXPERTISE INFORMATIQUE,FR,LE KREMLIN BICETRE,"(48.815664, 2.362808)"
F  PARIS361,INSTITUT INTERNATIONAL DU COMMERCE ET DU DÉVELOPPEMENT,FR,PARIS,"(48.8340301, 2.3551841)"
F  PARIS362,INSTITUT DES MEDIAS ICD-ISCPA,FR,PARIS,"(48.879902, 2.365812)"
F  PARIS363,ESAM / IGS,FR,PARIS,"(48.8798816, 2.3659046)"
F  PARIS364,LOUIS-ARMAND PARIS,FR,PARIS,"(48.8368897, 2.2857525)"
F  PARIS365,PÔLE SUPÉRIEUR D'ENSEIGNEMENT ARTISTIQUE PARIS BOULOGNE BILLANCOURT,FR,PARIS,"(48.8786157, 2.3207854)"
F  PARIS366,GROUPE ESP-ECOLE SUPÉRIEURE DE PUBLICITE ,FR,PARIS,"(48.8667866, 2.2880613)"
F  PARIS367,LYCEE POLYVALENT PRIVE ALBERT DE MUN,FR,PARIS,"(48.8496294, 2.3193604)"
F  PARIS368,OBSERVATOIRE DE PARIS,FR,PARIS,"(48.8358925, 2.3365123)"
F  PARIS369,ECOLE DU LOUVRE,FR,PARIS CEDEX 01,"(48.8610021, 2.3311649)"
F  PARIS370,CONSERVATOIRE SUPÉRIEUR OSTÉOPATHIQUE FRANÇAIS - PARIS,FR,PARIS,"(48.8889356, 2.3909868)"
F  PARIS371,INSTITUT DE PHYSIQUE DU GLOBE DE PARIS,FR,PARIS CEDEX 05,"(48.8447733, 2.356462)"
F  PARIS372,UNIVERSITÉ PARIS-EST,FR," MARNE-LA-VALLÉE, CEDEX 2","(48.840109, 2.586253)"
F  PARIS373,L'INSTITUT SUPÉRIEUR DES ARTS APPLIQUÉS,FR,PARIS,"(48.840699, 2.347016)"
F  PARIS374,LYCÉE RACINE,FR,PARIS,"(48.8764693, 2.3223357)"
F  PARIS375,INSTITUT DE GESTION SOCIALE,FR,PARIS,"(48.8831618, 2.3107217)"
F  PARIS376,ISEP,FR,PARIS,"(48.8453879, 2.3281109)"
F  PARIS377,AMERICAN BUSINESS SCHOOL PARIS - GROUPE IGS,FR,PARIS,"(48.87988199999999, 2.365905)"
F  PARIS378,INSTITUT SUPÉRIEUR D'ENSEIGNEMENT AU MANAGEMENT D'ENTREPRISES,FR,PARIS,"(48.8738538, 2.3481125)"
F  PARIS379,ISIT (INSTITUT DE MANAGEMENT ET DE COMMUNICATION INTERCULTURELS),FR,PARIS,"(48.8469564, 2.3309135)"
F  PARIS380,CENTRE L'HORIZON,FR,MALAKOFF,"(48.8188436, 2.2972659)"
F  PARIS381,INSTITUT NATIONAL DE L'AUDIOVISUEL,FR,BRY-SUR-MARNE,"(48.8367405, 2.5299411)"
F  PARIS382,COS DEVELOPPEMENT (COLLEGE OSTEOPATHIQUE SUTHERLAND),FR,GENNEVILLIERS,"(48.9373685, 2.3017731)"
F  PARIS383,AMOS ACADÉMIE DU MANAGEMENT DES ORGANISATIONS SPORTIVES,FR,PARIS,"(48.827893, 2.343685)"
F  PARIS384,ECOLE DE PSYCHOLOGUES PRATICIENS,FR,PARIS,"(48.8441798, 2.3275341)"
F  PARIS385,LPP LE REBOURS,FR,PARIS,"(48.8301463, 2.3502926)"
F  PARIS386,ECOLE CAMONDO - LES ARTS DÉCORATIFS,FR,PARIS,"(48.8631527, 2.3336027)"
F  PARIS387,CONDE PARIS ARTS APPLIQUES,FR,PARIS,"(48.846136, 2.304381)"
F  PARIS388,LYCÉE EMILE DUBOIS,FR,PARIS,"(48.8317622, 2.3369687)"
F  PARIS389,"NOVANCIA BUSINESS SCHOOL, PARIS",FR,PARIS CEDEX 15,"(48.8421504, 2.317956)"
F  PARIS390,INSTITUT PRIVÉ D'ENSEIGNEMENT OSTÉOPATHIQUE (IPEO),FR,PANTIN,"(48.8914957, 2.4004681)"
F  PARIS391,ASSISTANCE PUBLIQUE - HÔPITAUX DE PARIS,FR,PARIS,"(48.856836, 2.350433)"
F  PARIS392,"LYCÉE PASSY SAINT HONORÉ, LYCÉE PRIVÉ CATHOLIQUE, SOUS CONTRAT D'ASSOCIATION AVEC L'ÉTAT",FR,PARIS,"(48.8682928, 2.2823348)"
F  PARIS393,IFSI PARIS SAINT JOSEPH,FR,PARIS,"(48.8274249, 2.3143361)"
F  PARIS394,INSTITUT PROTESTANT DE THÉOLOGIE ,FR,PARIS,"(48.8342272, 2.3375085)"
F  PARIS395,AUTOGRAF,FR,PARIS,"(48.8585325, 2.4066107)"
F  PARIS396,INSTITUT NATIONAL DE PODOLOGIE,FR,PARIS,"(48.8651294, 2.3350625)"
F  PARIS397,ACADÉMIE CHARPENTIER,FR,PARIS,"(48.8432817, 2.3310087)"
F  PARIS398,PÔLE D'ENSEIGNEMENT SUPERIEUR DE LA MUSIQUE SEINE-SAINT-DENIS IDF,FR,AUBERVILLIERS,"(48.9269656, 2.3891822)"
F  PARIS399,INSTITUT DE FORMATION EN SOINS INFIRMIERS V.OLIVIER CH STE ANNE PARIS,FR,PARIS,"(48.830233, 2.340182)"
F  PARIS400,"ICART, L'ÉCOLE DES MÉTIERS DE LA CULTURE ET DU COMMERCE DE L'ART",FR,PARIS,"(48.8698325, 2.3035613)"
F  PARIS401,LYCEE GUILLAUME TIREL,FR,PARIS,"(48.83945060000001, 2.3309334)"
F  PARIS402,INSTITUT RÉGIONAL DE FORMATION SANITAIRE ET SOCIALE - ILE DE FRANCE,FR,ROMAINVILLE,"(48.8937444, 2.4337741)"
F  PARIS403,"INSTITUT SUPÉRIEUR DES BIOTECHNOLOGIES DE PARIS ISBP ""SUP'BIOTECH""",FR,VILLEJUIF,"(48.7980862, 2.3571406)"
F  PARIS404,INSTITUT SUPÉRIEUR DE COMMUNICATION ET DE PUBLICITÉ,FR,PARIS,"(48.87647949999999, 2.3294142)"
F  PARIS405,LYCÉE PRIVÉ D'ENSEIGNEMENT AGRICOLE LE BUAT,FR,MAULE,"(48.9071493, 1.8448947)"
F  PARIS406,MOD'ART INTERNATIONAL,FR,PARIS,"(48.84723, 2.2794178)"
F  PARIS407,AGEFA PME APPRENTISSAGE,FR,PUTEAUX,"(48.8811824, 2.2333398)"
F  PAU01,UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR,FR,PAU CEDEX,"(43.3150753, -0.365641)"
F  PAU12,GROUPE ECOLE SUPERIEURE DE COMMERCE DE PAU,FR,PAU CEDEX,"(43.3176753, -0.3644136)"
F  PAU18,CNPC (Centre National Professionnel des Commerces de Sports),FR,LESCAR,"(43.316068, -0.432082)"
F  PAU19,EPLEFPA DES PYRÉNÉES ATLANTIQUES,FR,MONTARDON,"(43.360382, -0.3685305)"
F  PAU20,LYCÉE GÉNÉRAL ET TECHNOLOGIQUE SAINT JOHN PERSE,FR,PAU CEDEX,"(43.3200656, -0.3625522)"
F  PAU21,LYCEE GENERAL ET TECHNOLOGIQUE CHARLES DESPIAU,FR,MONT DE MARSAN,"(43.8829285, -0.4865899)"
F  PAU22,ECOLE SUPERIEURE D'ART DES PYRENEES PAU TARBES,FR,PAU,"(43.2363081, 0.0745339)"
