Institutional code,Name of Organisation,Country,City,coordinates
TR ISTANBU16,KADIR HAS UNIVERSITESI,TR,ISTANBUL,"(41.0239369, 28.959989)"
TR ISTANBU17,KOÇ ÜNİVERSİTESİ,TR,İSTANBUL ,"(41.20543, 29.0724115)"
TR ISTANBU18,MALTEPE ÜNIVERSITESI,TR,Maltepe - Istanbul,"(40.9581654, 29.18899489999999)"
TR ISTANBU19,ISTANBUL KULTUR UNIVERSITESI,TR,Istanbul,"(40.9912928, 28.8321354)"
TR ISTANBU20,SABANCI ÜNIVERSITESI,TR,ISTANBUL,"(40.89243949999999, 29.3772177)"
TR ISTANBU21,YEDITEPE UNIVERSITESI,TR,KADIKOY - ISTANBUL,"(41.003925, 29.0315)"
TR ISTANBU22,OKAN UNIVERSITESI,TR,ISTANBUL,"(40.951848, 29.3921173)"
TR ISTANBU23,DENIZ HARP OKULU,TR,ISTANBUL,"(40.8153632, 29.270839)"
TR ISTANBU24,HAVA HARP OKULU,TR,YESILYURT/ISTANBUL,"(40.967553, 28.840874)"
TR ISTANBU25,ISTANBUL AYDIN UNIVERSITY,TR,ISTANBUL,"(40.9919149, 28.7975316)"
TR ISTANBU26,ISTANBUL BILIM UNIVERSITESI,TR,ISTANBUL,"(41.0691102, 29.0123566)"
TR ISTANBU27,ACIBADEM ÜNİVERSİTESİ,TR,ISTANBUL,"(40.97849129999999, 29.1103154)"
TR ISTANBU28,BEYKOZ LOJISTIK MESLEK YUKSEK OKULU,TR,ISTANBUL,"(41.1062049, 29.0830883)"
TR ISTANBU29,ISTANBUL AREL UNIVERSITY,TR,ISTANBUL,"(41.055194, 28.500315)"
TR ISTANBU30,ISTANBUL KAVRAM MESLEK YUKSEK OKULU,TR,ISTANBUL,"(41.067913, 29.0089783)"
TR ISTANBU31,OZYEGIN UNIVERSITESI,TR,ISTANBUL,"(41.02939, 29.259286)"
TR ISTANBU32,İSTANBUL GELİŞİM ÜNİVERSİTESİ,TR,AVCILAR İSTANBUL,"(40.9979982, 28.6989176)"
TR ISTANBU33,İSTANBUL ŞEHİR ÜNİVERSİTESİ,TR,ISTANBUL,"(40.9050947, 29.1561852)"
TR ISTANBU34,PLATO MESLEK YÜKSEKOKULU,TR,ISTANBUL,"(41.0180557, 29.0324208)"
TR ISTANBU35,YENİ YÜZYIL ÜNİVERSİTESİ,TR,İSTANBUL,"(41.0163922, 28.90660969999999)"
TR ISTANBU36,İSTANBUL MEDİPOL ÜNİVERSİTESİ,TR,İSTANBUL,"(41.0911696, 29.091615)"
TR ISTANBU37,PİRİ REİS ÜNİVERSİTESİ,TR,ISTANBUL,"(40.8149217, 29.2903946)"
TR ISTANBU38,İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,TR,ISTANBUL,"(41.0573285, 28.8206584)"
TR ISTANBU39,FATIH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,TR,FATIH-ISTANBUL,"(41.016239, 28.953115)"
TR ISTANBU40,BEZMIALEM VAKIF UNIVERSITY,TR,FATIH/ISTANBUL,"(41.018341, 28.936276)"
TR ISTANBU41,ISTANBUL SABAHATTIN ZAIM UNIVERSITY,TR,ISTANBUL,"(41.0334971, 28.7888045)"
TR ISTANBU42,GEDİK ÜNİVERSİTESİ,TR,ISTANBUL,"(40.9015423, 29.2193774)"
TR IZMIR01,DOKUZ EYLÜL ÜNİVERSİTESİ,TR,"ALSANCAK , İZMİR","(38.4306911, 27.1369201)"
TR IZMIR02,EGE ÜNIVERSITESI,TR,BORNOVA / IZMIR,"(38.45740980000001, 27.2282788)"
TR IZMIR03,IZMIR YUKSEK TEKNOLOJI ENSTITUSU,TR,Urla-Izmir,"(38.3190947, 26.6432058)"
TR IZMIR04,IZMIR EKONOMI UNIVERSITESI,TR,Balcova-Izmir,"(38.3882924, 27.0450757)"
TR IZMIR05,YASAR UNIVERSITESI,TR,Izmir,"(38.4547694, 27.2018191)"
TR IZMIR06,İZMİR ÜNİVERSİTESİ,TR,IZMIR,"(38.3882924, 27.0450757)"
TR IZMIR07,GEDİZ ÜNİVERSİTESİ,TR,"KONAK,IZMIR","(38.42447, 27.141427)"
TR IZMIR08,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,TR,İZMİR,"(38.511435, 27.0326556)"
TR KAHRAMA01,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,TR,Kahramanmaras,"(37.5858082, 36.8193344)"
TR KARABUK01,KARABÜK ÜNIVERSITESİ,TR,KARABÜK,"(41.21082, 32.6561735)"
TR KARAMAN01,KARAMANOGLU MEHMETBEY UNIVERSITESI,TR,KARAMAN,"(37.177263, 33.2540512)"
TR KARS01,KAFKAS UNIVERSITESI,TR,KARS,"(40.6048286, 43.0847085)"
TR KASTAMO01,KASTAMONU UNIVERSITESI,TR,KASTAMONU,"(41.38593729999999, 33.7802135)"
